gene,gene_index,PC,loading,abs_loading
CENPV,26453,PC1,0.028368351827185136,0.028368351827185136
TPM1,23986,PC1,0.02807519837156663,0.02807519837156663
RPL37A,5068,PC1,-0.02780527147849982,0.02780527147849982
PHPT1,16804,PC1,0.027441666354772458,0.027441666354772458
PHF6,14053,PC1,0.027026338730114827,0.027026338730114827
TOMM7,12016,PC1,-0.02699349917366754,0.02699349917366754
PPIA,12230,PC1,0.02699332599155472,0.02699332599155472
EIF3L,31970,PC1,-0.026795439432420198,0.026795439432420198
HNRNPU,3117,PC1,0.026669861631232653,0.026669861631232653
SNRPE,2662,PC1,0.0265744050755308,0.0265744050755308
SNRPD1,28116,PC1,0.0265690934292747,0.0265690934292747
EIF4A2,6985,PC1,-0.026431748365669454,0.026431748365669454
PSAT1,16112,PC1,0.02637088634922595,0.02637088634922595
CALM1,23206,PC1,0.026304054829396722,0.026304054829396722
SRSF2,27723,PC1,0.026302979293276716,0.026302979293276716
QPRT,25162,PC1,-0.026246739983084612,0.026246739983084612
PA2G4,20871,PC1,0.02587701259129917,0.02587701259129917
SRCAP,25233,PC1,-0.025705110774254542,0.025705110774254542
RPL39,13968,PC1,-0.025447633173598584,0.025447633173598584
GPI,30345,PC1,-0.02542902391241492,0.02542902391241492
DDAH2,10629,PC1,0.025414262551384313,0.025414262551384313
BTG3,32270,PC1,0.02533936287101164,0.02533936287101164
PDIA4,13094,PC1,0.025219282195423767,0.025219282195423767
CTSV,16268,PC1,0.02504524816662373,0.02504524816662373
MCM7,12611,PC1,0.025036841899624306,0.025036841899624306
FTL,30933,PC1,-0.02503507078178762,0.02503507078178762
CALD1,12952,PC1,0.024877537468679482,0.024877537468679482
CLSPN,744,PC1,0.024773699489198803,0.024773699489198803
HNRNPAB,10090,PC1,0.024684751386016696,0.024684751386016696
SRSF5,22986,PC1,0.02464479987590325,0.02464479987590325
SET,16619,PC1,0.024578714113396044,0.024578714113396044
BST2,30081,PC1,-0.024475766081483195,0.024475766081483195
PDLIM4,9479,PC1,-0.02432491925893885,0.02432491925893885
ENO2,20182,PC1,-0.024276501597037228,0.024276501597037228
TUBA1A,20638,PC1,-0.023950177173677815,0.023950177173677815
RGS16,2469,PC1,-0.02394759915185002,0.02394759915185002
RAB3A,30116,PC1,-0.02392135977609689,0.02392135977609689
GPX4,29444,PC1,0.02384042176261664,0.02384042176261664
TPM4,30026,PC1,0.023694783847538405,0.023694783847538405
FAM57B,25189,PC1,-0.02360585009533007,0.02360585009533007
PCNA,28661,PC1,0.02304390574681961,0.02304390574681961
NCL,5233,PC1,0.022948756818783524,0.022948756818783524
PSMA7,29293,PC1,0.02291160731207003,0.02291160731207003
UQCRH,941,PC1,-0.022849222213843334,0.022849222213843334
MLLT11,1858,PC1,-0.022707271280907812,0.022707271280907812
DLL3,30573,PC1,-0.022674515362415038,0.022674515362415038
TMSB15B,13878,PC1,0.022165219803054245,0.022165219803054245
POMP,21880,PC1,0.022101263507928928,0.022101263507928928
SCG3,23878,PC1,-0.022053251765125206,0.022053251765125206
CSRP2,21120,PC1,0.022015023350899634,0.022015023350899634
UBE2L6,18869,PC1,-0.021874123605635586,0.021874123605635586
TAGLN3,6265,PC1,-0.02184917686334716,0.02184917686334716
EIF1AX,13362,PC1,0.021602727829325995,0.021602727829325995
NKAIN4,29339,PC1,-0.02144020265462885,0.02144020265462885
ACTN1,22973,PC1,0.021434206135643792,0.021434206135643792
FEN1,18992,PC1,0.021406739627897017,0.021406739627897017
LGALS1,31963,PC1,0.021172869131226724,0.021172869131226724
TNNT1,31233,PC1,-0.0211313227311382,0.0211313227311382
ELAVL3,29850,PC1,-0.02101711687616358,0.02101711687616358
MANF,5926,PC1,0.020983434507914813,0.020983434507914813
PLK3,910,PC1,-0.020839073296622924,0.020839073296622924
H1F0,31966,PC1,-0.02057822174514104,0.02057822174514104
LMO1,18407,PC1,-0.020513441423108493,0.020513441423108493
FAM110A,28580,PC1,0.020461629252161072,0.020461629252161072
YWHAE,26069,PC1,0.020436152941959933,0.020436152941959933
UBE2E3,4791,PC1,0.020366561357737425,0.020366561357737425
DKK1,17345,PC1,0.020277096510966555,0.020277096510966555
TSC22D1,22001,PC1,-0.019977400497601255,0.019977400497601255
GLUL,2464,PC1,-0.019908827311864274,0.019908827311864274
NHLH1,2190,PC1,-0.019813074965686576,0.019813074965686576
HSPA8,19885,PC1,0.01937948174713047,0.01937948174713047
C4orf3,8016,PC1,-0.019192887703229425,0.019192887703229425
RPL36A,13827,PC1,-0.01915092019506463,0.01915092019506463
RPL17,28308,PC1,-0.019125366119704338,0.019125366119704338
HNRNPK,16140,PC1,0.018958999397808127,0.018958999397808127
MAP1A,23769,PC1,-0.018940679260274214,0.018940679260274214
RGS10,17989,PC1,-0.0189092986700365,0.0189092986700365
CDT1,25986,PC1,0.0187824606263454,0.0187824606263454
EIF5A,26258,PC1,0.018756231007994357,0.018756231007994357
MGST1,20365,PC1,0.018730220926512973,0.018730220926512973
OLFM2,29784,PC1,-0.018717432564344407,0.018717432564344407
IFIT1,17655,PC1,0.01869974966078375,0.01869974966078375
