model,k,param_str,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std,scheme,pool_correction,tuning,n_outer_folds,selection_distribution
logistic_l2,4,C=10.0,0.9527777777777778,0.008878829696533504,0.9737640267403149,0.008521711030127813,0.9204613095238094,0.01303653154223454,0.921875,0.012276159395599782,0.919047619047619,0.023002185311411835,0.9419752770090735,0.008198076138028164,0.06960976277629462,0.0043736703408296445,plain,False,flat,,
logistic_l2,4,C=100.0,0.9487599206349205,0.011066437497437418,0.9702129363259104,0.011522554416983246,0.919047619047619,0.015630116949994232,0.9166666666666666,0.010980130764473543,0.9214285714285714,0.02522261679693762,0.9396671419966667,0.009443339432621302,0.07349481672922112,0.004655235813701114,plain,False,flat,,
logistic_l2,5,C=0.01,0.9639136904761905,0.0026332024319829666,0.9796787517551842,0.002887794898059376,0.9203125,0.006028877666196121,0.940625,0.011034894848660222,0.9,0.010038976698947247,0.9480058565847613,0.005502928126861658,0.13523591494467183,0.0017505482871336443,plain,False,flat,,
logistic_l2,5,C=0.1,0.9619295634920635,0.0019291107621656654,0.9787741409254483,0.0015345548136835928,0.9191964285714285,0.003764616262105215,0.93125,0.008784104611578834,0.9071428571428571,0.0075292325242104375,0.9445155093267866,0.00400537506282627,0.07235550914443181,0.001530009566602297,plain,False,flat,,
logistic_l2,5,C=1.0,0.9546378968253968,0.004250094506917034,0.9741746899796242,0.003145856120997856,0.9180059523809524,0.012370001452750204,0.93125,0.007283394778959381,0.9047619047619048,0.02244783432338248,0.9440420800143945,0.006573606231539059,0.06698996174493456,0.002974868683354395,plain,False,flat,,
logistic_l2,5,C=10.0,0.9493055555555555,0.007370519154653195,0.9710172561144704,0.0072355573030205775,0.9143601190476189,0.015266379289945136,0.9239583333333334,0.009882117688026193,0.9047619047619048,0.02244783432338248,0.9401155370696245,0.009359632663519208,0.0724087689278462,0.005222215380005089,plain,False,flat,,
logistic_l2,5,C=100.0,0.9452876984126984,0.010839299414749128,0.9680861718461438,0.011745086969159158,0.9067708333333334,0.017530529656384703,0.9135416666666666,0.0120781438409209,0.9,0.027030772009406987,0.9334719453966136,0.010752272999987616,0.07868338185790916,0.006043570353922018,plain,False,flat,,
logistic_l2,6,C=0.01,0.9645833333333333,0.0026987044660189896,0.9806574308247216,0.002303584471873255,0.9206845238095237,0.009759353696218918,0.94375,0.012226956153929878,0.8976190476190476,0.011501092655705914,0.9491581683873876,0.007682266776119073,0.13542977620743332,0.0017027772845026603,plain,False,flat,,
logistic_l2,6,C=0.1,0.9644345238095238,0.0019289336088743137,0.9807428492142183,0.0013682722501698115,0.917485119047619,0.006008437269447577,0.9302083333333334,0.008575756274464219,0.9047619047619048,0.011223917161691282,0.9434628777478391,0.004522154805245854,0.07175784707363264,0.0017209766797543883,plain,False,flat,,
logistic_l2,6,C=1.0,0.960218253968254,0.003596372693763548,0.9785585038942888,0.0024072497826639785,0.9154017857142858,0.012973150598374231,0.9260416666666667,0.007686091535131476,0.9047619047619048,0.022447834323382515,0.9412458807831777,0.007170382443321503,0.06559962534732092,0.0027056045034039413,plain,False,flat,,
